Geo Point;Geo Shape;objectid;shape_leng;insee;nomcom;numdep;fusioinsee;nomcomto;st_areasha;st_lengths
48.9761864885,1.76831015347;"{""coordinates"": [[[1.762926635102682, 48.966808136971316], [1.751753677037001, 48.96735787163158], [1.751973724786455, 48.97412319062523], [1.762190379674231, 48.98969750078091], [1.77544348926806, 48.9886374084335], [1.771521697733837, 48.982275074135615], [1.785987787017788, 48.97833041963635], [1.785941216716309, 48.96804160350963], [1.762926635102682, 48.966808136971316]]], ""type"": ""Polygon""}";16;9181.071122259998;78501;Porcheville;78;;Porcheville;4526468.5;9181.071122216881
48.5306744733,2.86286787769;"{""coordinates"": [[[2.893754941051109, 48.5129673126101], [2.87604401097453, 48.50772356858123], [2.869237610840717, 48.51181838576715], [2.849202647037943, 48.510706154435645], [2.838761308217629, 48.516008988326874], [2.810283493790702, 48.52415312066367], [2.800664031635033, 48.5217175137357], [2.791499487503803, 48.52429257755592], [2.790420819398883, 48.52988604039195], [2.801963302176831, 48.53267651013494], [2.845489212946236, 48.52576935605742], [2.854053028673465, 48.52894667789257], [2.860622633174896, 48.53370429484726], [2.855928958134903, 48.546157669916944], [2.875325611846592, 48.54227549083329], [2.880023582551761, 48.5435397103535], [2.882379715913972, 48.55008185920228], [2.884197007392746, 48.55544498930994], [2.890599312117108, 48.55885135496622], [2.901044429604858, 48.56046170084707], [2.901402987426073, 48.55716064941299], [2.913201962303148, 48.551358729874686], [2.902578410749004, 48.54446888341721], [2.905462233504422, 48.53797636725169], [2.886411523642549, 48.53401959150271], [2.880898364671379, 48.52820297127043], [2.883704540962379, 48.51478405587305], [2.893754941051109, 48.5129673126101]]], ""type"": ""Polygon""}";19;28495.6901713;77086;La Chapelle-Gauthier;77;;Chapelle-Gauthier (la);17288067.0;28495.69017128537
48.8548104012,1.64252100195;"{""coordinates"": [[[1.652197378614888, 48.84528242287144], [1.648559314586718, 48.83895412224759], [1.643457766002166, 48.838635526868664], [1.623661860745004, 48.84884320321231], [1.630311264192673, 48.860306653088344], [1.642774220874627, 48.87063938826625], [1.658777176208891, 48.867087110272315], [1.652197378614888, 48.84528242287144]]], ""type"": ""Polygon""}";23;9516.38253058;78474;Orvilliers;78;;Orvilliers;5663982.5;9516.382530614028
48.368305642,2.07601234971;"{""coordinates"": [[[2.072970578741461, 48.340218381988926], [2.061831565321016, 48.34351378085325], [2.057936762665727, 48.35676330521505], [2.044188706169025, 48.36073807429243], [2.053451153078943, 48.375721244238285], [2.050594006500691, 48.38511866264328], [2.071615030046242, 48.3925909735412], [2.095146068033067, 48.384099523550915], [2.108684008776981, 48.37352226403593], [2.109840665246424, 48.36342688193991], [2.096065492439825, 48.35889584254633], [2.072970578741461, 48.340218381988926]]], ""type"": ""Polygon""}";41;16624.458391099997;91294;Guillerval;91;;Guillerval;16782022.5;16624.458391039156
48.4144765757,3.27634735642;"{""coordinates"": [[[3.28282451053873, 48.38157456964112], [3.281402594311381, 48.37833910434418], [3.272181535872187, 48.37889144933122], [3.262484807440592, 48.389709439816414], [3.260683792043164, 48.402434728613954], [3.254312370199581, 48.40923201346036], [3.24737284181639, 48.413403109571455], [3.248090465686623, 48.41655940090147], [3.262185160682739, 48.42443702615661], [3.276458363701277, 48.43974356528826], [3.275517714020058, 48.446007227392464], [3.289867035869205, 48.451280889034926], [3.297946632981288, 48.44993842350675], [3.292844325491442, 48.44437338509376], [3.291709081188568, 48.434741035317245], [3.296043838374866, 48.4290535362555], [3.290930849896362, 48.42848141284925], [3.296970848887384, 48.41607823725499], [3.295229768730199, 48.40927216679021], [3.286228036453403, 48.401440171723856], [3.28282451053873, 48.38157456964112]]], ""type"": ""Polygon""}";49;20136.9488191;77236;Jaulnes;77;;Jaulnes;15565336.5;20136.948819084453
48.8366634713,2.48166741533;"{""coordinates"": [[[2.465755861466257, 48.82628372037433], [2.467245943197848, 48.83908826985382], [2.491523260867017, 48.84763882832869], [2.497599519350123, 48.83081062067049], [2.475805615804708, 48.830618156735014], [2.465755861466257, 48.82628372037433]]], ""type"": ""Polygon""}";50;7852.42889537;94052;Nogent-sur-Marne;94;;Nogent-sur-Marne;3138180.0;7852.42889537318
48.909806575,2.33257042205;"{""coordinates"": [[[2.319884458526642, 48.90045886733915], [2.313758259741168, 48.91402154218429], [2.319818645919998, 48.91593565477113], [2.332841787729641, 48.92292451353294], [2.348967911161695, 48.91126833451996], [2.351872524767704, 48.90152656580722], [2.329983250052526, 48.90116329738005], [2.319884458526642, 48.90045886733915]]], ""type"": ""Polygon""}";52;8504.785188869999;93070;Saint-Ouen;93;;Saint-Ouen;4532818.0;8504.785188871469
48.9370325779,2.09585271084;"{""coordinates"": [[[2.143263033678408, 48.98570370644564], [2.166086586338498, 48.976844866200906], [2.172905175627907, 48.963861563638915], [2.147465233876882, 48.96525714971731], [2.134469097985566, 48.95584741828732], [2.12785352626765, 48.943191303002095], [2.122791996436941, 48.94217412593559], [2.12223969394776, 48.93202586208152], [2.11035334600178, 48.92071468887357], [2.104127721869827, 48.9074031563822], [2.099251330289508, 48.89039594701409], [2.091815252590572, 48.885878978752984], [2.087831430643754, 48.88441871528351], [2.075082276134266, 48.88740570375197], [2.063022550967535, 48.8785251624072], [2.058703417693415, 48.879849322157895], [2.04681151504044, 48.874709763608735], [2.03718558989628, 48.87765461478431], [2.05445274703524, 48.89766810449447], [2.05272908489114, 48.906935757455656], [2.03988510194635, 48.91687015189673], [2.044986902874213, 48.92290949272035], [2.054601988567888, 48.92550386770529], [2.063219382472191, 48.94111181783662], [2.070157210620773, 48.946309901645286], [2.075675644245096, 48.95231497975211], [2.075634133941425, 48.966172840133055], [2.086659563951732, 48.97377535935641], [2.088198795222795, 48.97714139451469], [2.087052718771236, 48.98405712073556], [2.108124304516036, 48.982291179576514], [2.122034299251281, 48.98706100160703], [2.143263033678408, 48.98570370644564]]], ""type"": ""Polygon""}";68;34277.7348692;78551;Saint-Germain-en-Laye;78;78551-78251;Saint-Germain-en-Laye;52556514.0;38439.39458705724
48.8253832401,3.13705190167;"{""coordinates"": [[[3.114205920191495, 48.81128811077393], [3.11001851129762, 48.82088814839686], [3.111816668324708, 48.82741574648566], [3.106093137128768, 48.83282601261475], [3.124428635816468, 48.83828531795924], [3.142661900091392, 48.83485646909569], [3.161213285250654, 48.838160458449565], [3.164651436462946, 48.83539480510889], [3.168026065282696, 48.82994009823913], [3.163617631380885, 48.818533472953206], [3.154578690723969, 48.81529882986686], [3.114205920191495, 48.81128811077393]]], ""type"": ""Polygon""}";71;12975.7786861;77042;Boissy-le-Châtel;77;;Boissy-le-Châtel;10121792.5;12975.77868609936
48.680321482,2.18518955;"{""coordinates"": [[[2.191269659016875, 48.66826423744232], [2.168969351985355, 48.67602659881043], [2.164094990996518, 48.67506602572144], [2.16128898497247, 48.67556803747717], [2.165981212247244, 48.69476042493666], [2.174850051799165, 48.69069341092582], [2.181827592750015, 48.678913003512584], [2.190173243033867, 48.68732637387467], [2.204707084431246, 48.69106715032146], [2.204715333861175, 48.685166492274064], [2.208911635372384, 48.67717982546011], [2.195456459137759, 48.66888624732876], [2.191269659016875, 48.66826423744232]]], ""type"": ""Polygon""}";76;12338.4756289;91692;Les Ulis;91;;Ulis (les);5622306.0;12338.475628856726
49.1924943178,2.07091417142;"{""coordinates"": [[[2.076200030625616, 49.17335352612], [2.038222071981141, 49.19213528694744], [2.038367938548259, 49.19240618125428], [2.080875825301425, 49.21044996512828], [2.080768837878031, 49.207203474513435], [2.090240485657106, 49.20545021820784], [2.095874523387716, 49.190064289378874], [2.087352525077576, 49.18792311781089], [2.076200030625616, 49.17335352612]]], ""type"": ""Polygon""}";79;12509.3625191;95059;Berville;95;;Berville;8684463.0;12509.362519100692
48.5720242437,3.38931768623;"{""coordinates"": [[[3.411377948131248, 48.54273575051883], [3.401238134290561, 48.54367896416592], [3.387387170067995, 48.55397096585028], [3.373859599626748, 48.55906079347707], [3.358784296495746, 48.55621963190946], [3.351985514720107, 48.56888769796231], [3.361469830078495, 48.57622656693499], [3.356713657255269, 48.592450631236694], [3.36660281799606, 48.59492128873808], [3.374708864727859, 48.603927329084115], [3.398859130374902, 48.59246979121992], [3.409264000713712, 48.58084838003482], [3.419267570422228, 48.58063364768642], [3.422780221496734, 48.57071717373327], [3.424028208022929, 48.55073348159807], [3.411499464052726, 48.54613571258919], [3.411377948131248, 48.54273575051883]]], ""type"": ""Polygon""}";92;20167.3807846;77246;Léchelle;77;;Léchelle;21787598.5;20167.380784583904
48.6812171201,3.01742252986;"{""coordinates"": [[[3.027555142240502, 48.64587282436716], [3.017320575038756, 48.64647740651071], [3.018178135037649, 48.65335831794339], [3.010237967060123, 48.66222810088654], [3.000529571696528, 48.66436928307873], [2.985932872582708, 48.66262347853879], [2.974238795693952, 48.669025753301845], [2.973517868605169, 48.67137320415131], [2.977488975728915, 48.68996583803281], [3.009581824037699, 48.712390700123976], [3.018131852753545, 48.715672639469545], [3.019555346700495, 48.705850573351164], [3.023740107359123, 48.70405093303545], [3.038224614764703, 48.70207739337426], [3.055310862938012, 48.707206502561604], [3.060130142042869, 48.690933207045646], [3.049255276299075, 48.68421027869832], [3.043745837308231, 48.67470513435691], [3.050878282221406, 48.66299122895403], [3.041612474011106, 48.65628473999865], [3.043049098272221, 48.65324399171452], [3.027555142240502, 48.64587282436716]]], ""type"": ""Polygon""}";97;24328.0314621;77527;Voinsles;77;;Voinsles;28699592.0;24328.031462119143
48.9626916321,1.84870251915;"{""coordinates"": [[[1.852237513943501, 48.93434871956596], [1.849714322666723, 48.93548469204861], [1.834715377805065, 48.95239141329192], [1.839907315509263, 48.96144411174511], [1.836578224044746, 48.9777705822687], [1.817612631736565, 48.975480713230034], [1.828338801741522, 48.98145852498997], [1.854982163254221, 48.98764224884421], [1.864291998311243, 48.953061958708915], [1.869923799449731, 48.94714358543294], [1.856775096907061, 48.94341254669016], [1.852237513943501, 48.93434871956596]]], ""type"": ""Polygon""}";105;16609.8927294;78029;Aubergenville;78;;Aubergenville;9146074.0;16609.892729426832
48.7871411658,2.61407436985;"{""coordinates"": [[[2.614816906164041, 48.761120909711245], [2.606453544235836, 48.77333452388277], [2.59103082951138, 48.77232036382679], [2.587148254654036, 48.774618465778715], [2.598842925820701, 48.79334764332702], [2.591542353000812, 48.79737013402052], [2.596498355269582, 48.8060839403586], [2.592266872483779, 48.807436629376014], [2.595795003166612, 48.81426583101424], [2.600183287980367, 48.815611647605344], [2.627456544425445, 48.80285674852522], [2.634392088891909, 48.79429810571005], [2.626482767502996, 48.79054121159926], [2.626111882410298, 48.78721232663589], [2.649116072112569, 48.77479855341139], [2.640856497812166, 48.76882898910395], [2.630852937169993, 48.76926618216772], [2.614816906164041, 48.761120909711245]]], ""type"": ""Polygon""}";122;18427.094825099997;77373;Pontault-Combault;77;;Pontault-Combault;13857239.0;18427.0948250442
48.9540164057,3.12762174384;"{""coordinates"": [[[3.117060090298565, 48.93627114130243], [3.118894718385796, 48.944677350884334], [3.102782711485136, 48.95021362413773], [3.110125920694516, 48.96201412204309], [3.104646479977325, 48.967216592948155], [3.11246689380997, 48.97096829106328], [3.122574310053923, 48.97670443581614], [3.127600471009252, 48.97635748986775], [3.140557958947997, 48.95894289375245], [3.13708712257359, 48.95289502401531], [3.150689619384419, 48.94921877336252], [3.1525103533529, 48.946221976509385], [3.167052890502322, 48.94708385745256], [3.158305079999765, 48.939263247386315], [3.151151352526839, 48.943669828036654], [3.135774188770454, 48.9363862913331], [3.117060090298565, 48.93627114130243]]], ""type"": ""Polygon""}";131;16390.143103000002;77183;La Ferté-sous-Jouarre;77;;Ferté-sous-Jouarre (la);9868752.5;16390.14310298063
48.9403014358,1.68320274306;"{""coordinates"": [[[1.660186183674841, 48.9326252763824], [1.665150680486088, 48.94077513083299], [1.694827621004398, 48.95237107149409], [1.694269551887151, 48.94577262891752], [1.698418442664405, 48.943668255340484], [1.702883115020422, 48.942574452149294], [1.702820801791909, 48.93631413346997], [1.673836359984267, 48.93318183598238], [1.660186183674841, 48.9326252763824]]], ""type"": ""Polygon""}";145;8821.49136951;78647;Vert;78;;Vert;3717058.5;8821.491369504027
48.8846734877,2.40542232961;"{""coordinates"": [[[2.410694436897796, 48.87847512664253], [2.400339329688884, 48.88374772032462], [2.398637534206754, 48.889413910167804], [2.407430750147964, 48.88849547619877], [2.411308740149787, 48.883235584437045], [2.410694436897796, 48.87847512664253]]], ""type"": ""Polygon""}";153;3436.18395507;93061;Le Pré-Saint-Gervais;93;;Pré-Saint-Gervais (le);638117.5;3436.183955053619
48.8674116059,2.06048754387;"{""coordinates"": [[[2.070853016937669, 48.85462684385782], [2.06962639112345, 48.8546263063427], [2.059741674656758, 48.85557433909656], [2.044011732312561, 48.86382296757656], [2.036302562530721, 48.867898287143994], [2.04681151504044, 48.874709763608735], [2.058703417693415, 48.879849322157895], [2.063022550967535, 48.8785251624072], [2.077372253683235, 48.87361815197163], [2.080725077389309, 48.87136854461849], [2.070853016937669, 48.85462684385782]]], ""type"": ""Polygon""}";160;9028.453872619999;78224;L'Étang-la-Ville;78;;Etang-la-Ville (l');5421619.0;9028.453872649825
48.4916945564,3.17799318925;"{""coordinates"": [[[3.157184171918105, 48.477871567166375], [3.162476515860482, 48.4828572659254], [3.161508435480842, 48.49807082682061], [3.163353323020385, 48.49936372065441], [3.172122996305612, 48.502967703564806], [3.187279986801789, 48.50171233903919], [3.190180711649275, 48.499044933373355], [3.199804078067697, 48.49884922072435], [3.200685834599002, 48.492271675470576], [3.181729080337963, 48.481920766732564], [3.157184171918105, 48.477871567166375]]], ""type"": ""Polygon""}";174;9952.05692544;77461;Thénisy;77;;Thénisy;5533612.0;9952.056925468314
48.8198934361,3.364501575;"{""coordinates"": [[[3.389023891563239, 48.811006519217145], [3.368896579922803, 48.79735488384195], [3.359374007387938, 48.798355222880026], [3.342729239369527, 48.809457387321096], [3.328384105239302, 48.810540916151425], [3.329996151900579, 48.81352236775401], [3.323662743414124, 48.817721711225985], [3.328586154330093, 48.82315839101899], [3.343940240426813, 48.821712219160936], [3.347728584329356, 48.82405757771895], [3.347469186262171, 48.834185032487085], [3.354935311044212, 48.838282116872456], [3.37854393674107, 48.83986453113288], [3.391986358268158, 48.83737501522251], [3.390395860348133, 48.83420551585827], [3.395994787930575, 48.82879998917983], [3.389199725167584, 48.81632120199744], [3.389023891563239, 48.811006519217145]]], ""type"": ""Polygon""}";200;16630.6639134;77402;Saint-Barthélemy;77;;Saint-Barthélemy;15090808.5;16630.663913416447
48.8587317942,1.58768309542;"{""coordinates"": [[[1.586621428202533, 48.84320337791106], [1.577268587716285, 48.84436076548628], [1.582962132029319, 48.85749764972275], [1.57207175796101, 48.8639252787605], [1.577495074025192, 48.869512544384094], [1.595922492231646, 48.872275594172066], [1.599849788582661, 48.86668203782164], [1.595613104228149, 48.85138652834062], [1.598649933852553, 48.84894860133789], [1.586621428202533, 48.84320337791106]]], ""type"": ""Polygon""}";202;9268.6886671;78076;Boissets;78;;Boissets;4147954.5;9268.688667158889
48.7656456593,2.5330560803;"{""coordinates"": [[[2.570168648401091, 48.7511559617379], [2.556647169370998, 48.75454229930816], [2.527075427976945, 48.756047801528254], [2.499748965754346, 48.76296989435587], [2.495153520703635, 48.768293064596854], [2.512509206287959, 48.78492314424205], [2.516863820237242, 48.786469801081104], [2.517879872886362, 48.785511553090856], [2.514895552161018, 48.78297217285814], [2.52128207482886, 48.77814118070784], [2.5355537980668, 48.77702829353258], [2.542759058384984, 48.76541779778753], [2.562726320623926, 48.76442226949497], [2.571670046323765, 48.76709893245624], [2.576330017289713, 48.76793401012813], [2.578204204586491, 48.764990592529166], [2.573005372995168, 48.76020525320051], [2.57711434436102, 48.755093221439026], [2.570168648401091, 48.7511559617379]]], ""type"": ""Polygon""}";211;17212.5003435;94071;Sucy-en-Brie;94;;Sucy-en-Brie;10314903.5;17212.500343511594
48.32726351,2.84591675983;"{""coordinates"": [[[2.859227638601383, 48.31161592698781], [2.808424583052447, 48.32118960384064], [2.815820725491119, 48.33177296590227], [2.843829558243959, 48.341763956345204], [2.853308973805678, 48.33977873635425], [2.87093625257152, 48.34416280792519], [2.877032866341264, 48.33994969561264], [2.868451761184563, 48.33384047758507], [2.870495226823397, 48.31496675248812], [2.868776345832427, 48.3118878165676], [2.859227638601383, 48.31161592698781]]], ""type"": ""Polygon""}";226;14453.744242899998;77501;Villecerf;77;;Villecerf;11310983.5;14453.744242909479
48.1510497294,2.5976435537;"{""coordinates"": [[[2.639666067910888, 48.138950369820265], [2.604308235726408, 48.1318183013655], [2.57786790459821, 48.13178063196323], [2.570562642830993, 48.14081569138083], [2.56687793870959, 48.15077243181438], [2.552385530987609, 48.153543830065736], [2.554691673490297, 48.167121997207055], [2.575894271199272, 48.16666918570968], [2.595699642521367, 48.171219801757616], [2.622432219772699, 48.16700718795285], [2.623270144537215, 48.157021804679296], [2.637187223426187, 48.15341210653732], [2.640105344539663, 48.143540879756934], [2.650196835400066, 48.14440807779636], [2.648711751062645, 48.14128123572076], [2.639666067910888, 48.138950369820265]]], ""type"": ""Polygon""}";247;19992.966887399998;77297;Mondreville;77;;Mondreville;20396889.5;19992.966887411258
48.6920490316,2.6140606052;"{""coordinates"": [[[2.597657740600788, 48.66637073774801], [2.593339784305029, 48.66458410555256], [2.584410191801358, 48.667323714576284], [2.584074003883712, 48.677153835112456], [2.580375775134844, 48.68948160115289], [2.571646658999661, 48.69202303722502], [2.57767676137308, 48.699015360845074], [2.574345135090998, 48.701000314185784], [2.59486950236924, 48.70200721684023], [2.615185820575829, 48.71660955857371], [2.616798004962058, 48.713628595188354], [2.649840967674313, 48.71543008305952], [2.655502289589823, 48.71024778156747], [2.644499678852266, 48.703379700039775], [2.640462698233878, 48.693653490830286], [2.639541111165652, 48.68346879540593], [2.652147460781039, 48.677263927221766], [2.65402667194369, 48.67037043826093], [2.644608309959961, 48.667419433613304], [2.638897754484971, 48.680246755360926], [2.628997270463151, 48.681943342201514], [2.618045629517793, 48.674964848317956], [2.603181637715934, 48.672127929548225], [2.597657740600788, 48.66637073774801]]], ""type"": ""Polygon""}";251;24068.0765851;77053;Brie-Comte-Robert;77;;Brie-Comte-Robert;20036146.0;24068.076585092203
48.5410434258,3.07288099272;"{""coordinates"": [[[3.107848028335309, 48.5287174734614], [3.0945950903755, 48.5246986693046], [3.088188013105578, 48.51579777495019], [3.059065431400037, 48.518127735933476], [3.049158886340618, 48.52388953800756], [3.037640773973903, 48.53289845406025], [3.042083084776349, 48.54933196962026], [3.035897331345795, 48.5582755563305], [3.042487414007452, 48.563409804899884], [3.052408565251538, 48.56405352115184], [3.095271254507196, 48.56144521654729], [3.105295907627727, 48.54600941531221], [3.113593013843907, 48.54236755318184], [3.113652321701956, 48.53222938828252], [3.108775618191646, 48.53191010500554], [3.107848028335309, 48.5287174734614]]], ""type"": ""Polygon""}";292;18689.4261201;77383;Rampillon;77;;Rampillon;22835649.0;18689.42612010019
48.675289546,2.92952115165;"{""coordinates"": [[[2.914242508280699, 48.652438364230946], [2.8989408012433, 48.67451742161724], [2.896102738676404, 48.68112602745707], [2.898889603570494, 48.69397263315316], [2.912567962197755, 48.69589027525844], [2.91462321705322, 48.701990005093855], [2.931462754215241, 48.689084795166465], [2.946693939589045, 48.68693388683835], [2.973517868605169, 48.67137320415131], [2.974238795693952, 48.669025753301845], [2.969912099679616, 48.65978716884148], [2.954798810981336, 48.66146441262795], [2.942151173902992, 48.66735048415394], [2.931501078929504, 48.65983424696077], [2.929582216628311, 48.653033077529386], [2.921787239447663, 48.65467426470169], [2.914242508280699, 48.652438364230946]]], ""type"": ""Polygon""}";293;19034.7211942;77031;Bernay-Vilbert;77;;Bernay-Vilbert;16845338.5;19034.7211941588
48.2703586481,2.4951176944;"{""coordinates"": [[[2.519647351176609, 48.27110899278887], [2.506060072208, 48.26122757287055], [2.481766011158764, 48.25693965570582], [2.477184567679298, 48.25832313644561], [2.473639780908669, 48.27057128561177], [2.489567237354133, 48.28202308234451], [2.502977495230316, 48.285184341322065], [2.519647351176609, 48.27110899278887]]], ""type"": ""Polygon""}";298;9901.33847348;77395;Rumont;77;;Rumont;6697549.5;9901.33847352286
48.5821287279,2.54782852721;"{""coordinates"": [[[2.560354717427497, 48.56623023365367], [2.555735636255416, 48.570710858100995], [2.547892863232417, 48.56851338456844], [2.541011218592919, 48.57271494907492], [2.531595442638706, 48.57365876989201], [2.52177167572965, 48.57322388806523], [2.518277028412847, 48.5832577878723], [2.541450338188157, 48.596887434924966], [2.574333262373565, 48.588994676997835], [2.575552398698415, 48.58245035878875], [2.560354717427497, 48.56623023365367]]], ""type"": ""Polygon""}";300;12214.3167812;77326;Nandy;77;;Nandy;8905239.0;12214.316781202488
49.1164053302,1.92739087092;"{""coordinates"": [[[1.950436706543538, 49.119174104072066], [1.930620512396979, 49.101600273044184], [1.926119211957405, 49.1027201225269], [1.913672857748079, 49.10784164959425], [1.914636205200008, 49.114162665202315], [1.908716602157837, 49.119468254253846], [1.907896979881516, 49.12260795563764], [1.914894445054167, 49.12669060317681], [1.931102599444413, 49.12936237074074], [1.940960313170785, 49.12168967386129], [1.950436706543538, 49.119174104072066]]], ""type"": ""Polygon""}";304;9414.02843325;95483;Le Perchay;95;;Perchay (le);5558175.0;9414.02843325514
48.8592898143,1.67130114666;"{""coordinates"": [[[1.658914411297187, 48.84163414446015], [1.652197378614888, 48.84528242287144], [1.658777176208891, 48.867087110272315], [1.664097332299703, 48.87175174312054], [1.689770168131065, 48.872889993466615], [1.696313058344683, 48.868608186313644], [1.670258449557493, 48.84458509205779], [1.658914411297187, 48.84163414446015]]], ""type"": ""Polygon""}";305;10502.9007872;78505;Prunay-le-Temple;78;;Prunay-le-Temple;6551195.5;10502.900787201093
48.9144329004,2.62838554691;"{""coordinates"": [[[2.626680032874987, 48.89422700294276], [2.612488578801798, 48.904334984044695], [2.616211972441303, 48.92478769965076], [2.618277860859015, 48.92779787459403], [2.636460452917778, 48.93309715692634], [2.645187371063744, 48.93033557906492], [2.636651904198068, 48.90763917196006], [2.644768231502038, 48.90376959103144], [2.626680032874987, 48.89422700294276]]], ""type"": ""Polygon""}";309;11388.645270100002;77363;Le Pin;77;;Pin (le);6939648.5;11388.645270138408
49.0158393703,1.48536401441;"{""coordinates"": [[[1.490881949439212, 49.00477670395777], [1.480401248545805, 49.00556180056292], [1.474046228737036, 49.00969018302208], [1.477095507857215, 49.0148012962436], [1.471841865681304, 49.01862873703039], [1.48495263408474, 49.02668220635171], [1.493448220319941, 49.0261146043598], [1.496776789939032, 49.018844646817406], [1.490881949439212, 49.00477670395777]]], ""type"": ""Polygon""}";335;7013.15282208;78147;Chaufour-lès-Bonnières;78;;Chaufour-lès-Bonnières;3037539.0;7013.152822087309
48.3150277838,2.75296542795;"{""coordinates"": [[[2.74188243435552, 48.29527705140499], [2.71915921725469, 48.31357980783698], [2.725797439132811, 48.318390892240615], [2.723987072792028, 48.32149071995116], [2.73124808517086, 48.32351379620688], [2.741174031517162, 48.324201701034234], [2.746245226536336, 48.33290391168449], [2.764616071860021, 48.337503374009344], [2.772772390201024, 48.329943751368525], [2.773298249971913, 48.32062371335922], [2.782276868541385, 48.31224617398456], [2.782089536878571, 48.305362929958854], [2.777660413894239, 48.30350125210172], [2.74188243435552, 48.29527705140499]]], ""type"": ""Polygon""}";342;14728.7598817;77202;La Genevraye;77;;Genevraye (la);13163615.0;14728.759881653612
48.7837401836,2.45463530415;"{""coordinates"": [[[2.473544737890392, 48.76177796764242], [2.468329082369068, 48.762285519633664], [2.466568851063951, 48.765461601182935], [2.442927277322038, 48.77140673297802], [2.435570211859142, 48.767234895902995], [2.42803141037987, 48.776031263565265], [2.432746023437663, 48.78672967018556], [2.449732444819682, 48.80351080776507], [2.464016168795707, 48.807362108940815], [2.474862668584058, 48.787641696484506], [2.472760018362516, 48.77077762969543], [2.476455106581568, 48.7645879416146], [2.473544737890392, 48.76177796764242]]], ""type"": ""Polygon""}";355;14408.8239992;94028;Créteil;94;;Créteil;11100985.0;14408.823999176255
48.5741940135,1.99920343837;"{""coordinates"": [[[2.017574060297289, 48.55759738742342], [1.982990218656289, 48.556829912542284], [1.979664302240817, 48.554336450342895], [1.96268463456011, 48.56048697031532], [1.958298925586164, 48.57589513573364], [2.002480211887565, 48.58092469154353], [2.010950235740966, 48.58902882639966], [2.009650894728839, 48.598940549679156], [2.018857199968388, 48.60126575487818], [2.033046952271734, 48.598197316281976], [2.03574128622387, 48.58887241891701], [2.021920169558608, 48.57815335172835], [2.017574060297289, 48.55759738742342]]], ""type"": ""Polygon""}";367;18361.5518444;78349;Longvilliers;78;;Longvilliers;14466618.5;18361.551844388072
48.4599663329,1.86291670006;"{""coordinates"": [[[1.879441516481819, 48.440668006715434], [1.869316919329963, 48.440499991900445], [1.861090626121411, 48.44446109281254], [1.847221178652817, 48.446675464496096], [1.839126315842793, 48.458032032210355], [1.843922997397196, 48.46687805058516], [1.8527523620426, 48.46959084479223], [1.850012013843413, 48.47919118014294], [1.865471369077016, 48.48081537920566], [1.872555198154879, 48.47674422715659], [1.88256837951316, 48.46467489508992], [1.879441516481819, 48.440668006715434]]], ""type"": ""Polygon""}";388;12861.8908017;78478;Paray-Douaville;78;;Paray-Douaville;10027953.5;12861.890801704281
49.1004574229,2.09462391064;"{""coordinates"": [[[2.084140070669475, 49.0842004842597], [2.084311158838898, 49.09079282653363], [2.072617609687766, 49.100809990063844], [2.091845442234112, 49.11635947312872], [2.100515031328002, 49.11248628964522], [2.105550735568773, 49.11355787858874], [2.109435172401995, 49.11149165546944], [2.110626561118711, 49.098732287504255], [2.116465600221213, 49.09357810174661], [2.084140070669475, 49.0842004842597]]], ""type"": ""Polygon""}";395;10599.492149;95341;Livilliers;95;;Livilliers;6449849.5;10599.492149050502
48.5051016281,2.68647821336;"{""coordinates"": [[[2.673117483535653, 48.49054309435021], [2.670039349952725, 48.51301554426249], [2.688160436724503, 48.51673479313596], [2.709168137678929, 48.508295936067746], [2.704885505213981, 48.501871270165516], [2.673117483535653, 48.49054309435021]]], ""type"": ""Polygon""}";424;9166.911142769999;77255;Livry-sur-Seine;77;;Livry-sur-Seine;5137785.0;9166.911142766145
48.9895744703,1.48459959094;"{""coordinates"": [[[1.470889416211487, 48.974817132026764], [1.461702357366013, 48.98886500939842], [1.470983765443331, 48.99111518908034], [1.480401248545805, 49.00556180056292], [1.490881949439212, 49.00477670395777], [1.507903177403448, 48.983773469784296], [1.49387470330386, 48.9793530755717], [1.47826040206842, 48.97924593341941], [1.470889416211487, 48.974817132026764]]], ""type"": ""Polygon""}";435;10603.8325452;78188;Cravent;78;;Cravent;6236024.5;10603.832545184872
48.6709207707,3.27677023622;"{""coordinates"": [[[3.310523588711777, 48.651264125433386], [3.292559813304635, 48.66278698235147], [3.278388233589782, 48.65849442446898], [3.267909523398492, 48.65907611661019], [3.263222135732941, 48.65305103217833], [3.25853712367706, 48.65278244739804], [3.251298835841334, 48.66076733710627], [3.246685112141232, 48.66135264092448], [3.246690053148032, 48.67967485650577], [3.260979297062269, 48.68786551675808], [3.263886860639173, 48.68525068599606], [3.282980550115958, 48.68669101688757], [3.301420311084735, 48.68291306734552], [3.312402948465337, 48.654533346411114], [3.310523588711777, 48.651264125433386]]], ""type"": ""Polygon""}";437;16516.3283922;77080;Champcenest;77;;Champcenest;13151688.0;16516.3283921633
