Geo Point;Geo Shape;objectid;shape_leng;insee;nomcom;numdep;fusioinsee;nomcomto;st_areasha;st_lengths
48.186873445,2.74753245184;"{""coordinates"": [[[2.780977484234441, 48.167362861050044], [2.773260354328262, 48.163353103288365], [2.763465205233042, 48.164143716024086], [2.754681548831246, 48.161390337071516], [2.736406001798465, 48.16630893789026], [2.731062446967516, 48.17229865510739], [2.711703230856058, 48.177471880064466], [2.692088424148947, 48.17275231885426], [2.689738378247076, 48.18349892003111], [2.717351129482946, 48.198073072928395], [2.725070746503354, 48.2069362836246], [2.734316051412755, 48.21010670847474], [2.767550528628155, 48.210797630598286], [2.780460654402206, 48.201095583268064], [2.78993208083439, 48.19875534552581], [2.793375689041465, 48.19236386060197], [2.780977484234441, 48.167362861050044]]], ""type"": ""Polygon""}";400;21598.702737800002;77458;Souppes-sur-Loing;77;;Souppes-sur-Loing;27267556.0;21598.70273785511
48.8855498316,2.79349218664;"{""coordinates"": [[[2.786366061184543, 48.86026480031931], [2.788619431561102, 48.872607419162854], [2.780045800201991, 48.87546077176845], [2.777211708831182, 48.88142692751446], [2.785110066135981, 48.893806725438886], [2.774996909726535, 48.90171989748915], [2.801396393259797, 48.907638909179056], [2.807495114145141, 48.88902457946908], [2.812176309283776, 48.88803379357738], [2.803626486075424, 48.87701261332019], [2.800218190696757, 48.86272588337277], [2.786366061184543, 48.86026480031931]]], ""type"": ""Polygon""}";413;13985.6813205;77132;Coupvray;77;;Coupvray;7975598.0;13985.681320472067
48.9523369002,2.15161594901;"{""coordinates"": [[[2.142430773286287, 48.93512178653146], [2.12785352626765, 48.943191303002095], [2.134469097985566, 48.95584741828732], [2.147465233876882, 48.96525714971731], [2.172905175627907, 48.963861563638915], [2.17815527969416, 48.96351096838568], [2.178105163939221, 48.95976960775183], [2.173141489791933, 48.95329658127528], [2.142430773286287, 48.93512178653146]]], ""type"": ""Polygon""}";423;10800.0443728;78358;Maisons-Laffitte;78;;Maisons-Laffitte;7159521.0;10800.044372805676
48.4940082553,3.22666999554;"{""coordinates"": [[[3.234759108247438, 48.47881409716059], [3.228910590958054, 48.48428613700761], [3.218831672003012, 48.48490786959935], [3.214109197937371, 48.48498844454133], [3.207686497836304, 48.49314125077606], [3.219990260190412, 48.503041653335465], [3.2428829000654, 48.50628057711662], [3.234759108247438, 48.47881409716059]]], ""type"": ""Polygon""}";447;9134.30209067;77242;Jutigny;77;;Jutigny;4502583.5;9134.302090680607
48.4743072486,2.51078189836;"{""coordinates"": [[[2.505938219893276, 48.46115938257384], [2.502474753605941, 48.48407645704055], [2.510134506086939, 48.488381483605224], [2.511139672566796, 48.486532412002305], [2.521897559200711, 48.47176840816768], [2.514476449366341, 48.463758567137276], [2.505938219893276, 48.46115938257384]]], ""type"": ""Polygon""}";449;7083.63225326;77412;Saint-Germain-sur-École;77;;Saint-Germain-sur-Ecole;2565155.0;7083.632253282759
48.5914740007,3.28881979874;"{""coordinates"": [[[3.311020661448604, 48.584159145204076], [3.306060898639516, 48.58458579058636], [3.291726498460237, 48.576669858925534], [3.273686979322973, 48.57996905376295], [3.268145888525013, 48.59658705040328], [3.275986704095835, 48.60476379766133], [3.290995933202515, 48.60378356183017], [3.295318540606579, 48.6054730154935], [3.29459112489377, 48.60877605723952], [3.311074545235646, 48.59095049735077], [3.311020661448604, 48.584159145204076]]], ""type"": ""Polygon""}";451;11026.8878022;77391;Rouilly;77;;Rouilly;7328971.5;11026.88780215695
48.940158615,3.10627084315;"{""coordinates"": [[[3.093901568546825, 48.93152545439368], [3.099247225470975, 48.950603278091435], [3.102782711485136, 48.95021362413773], [3.118894718385796, 48.944677350884334], [3.117060090298565, 48.93627114130243], [3.117080346580309, 48.93314170450242], [3.093901568546825, 48.93152545439368]]], ""type"": ""Polygon""}";455;6751.12322378;77448;Sept-Sorts;77;;Sept-Sorts;2763017.0;6751.12322378224
48.2869147685,2.45366687237;"{""coordinates"": [[[2.420095228307657, 48.2667037921096], [2.420761838263572, 48.299251486039815], [2.434832057546711, 48.30252262806566], [2.458665688292769, 48.31392582314185], [2.458810016540943, 48.3103815038612], [2.475200582920742, 48.29655424264136], [2.495436357776013, 48.29275533586427], [2.502591434828553, 48.28752208043457], [2.502977495230316, 48.285184341322065], [2.489567237354133, 48.28202308234451], [2.473639780908669, 48.27057128561177], [2.420095228307657, 48.2667037921096]]], ""type"": ""Polygon""}";459;18646.672238900002;77060;Buthiers;77;;Buthiers;19360326.5;18646.67223892383
48.8778929255,1.7191676109;"{""coordinates"": [[[1.70185337525734, 48.86567329322536], [1.696313058344683, 48.868608186313644], [1.689770168131065, 48.872889993466615], [1.717310245835059, 48.890708975263884], [1.722083822131129, 48.88960877119203], [1.748323291171618, 48.8794977513158], [1.752217666642592, 48.878027389850324], [1.750029556381459, 48.87545021666323], [1.741276809861422, 48.87427019695718], [1.739899723000085, 48.871449510349656], [1.731439527916589, 48.87396847142303], [1.729202260876185, 48.87121948360357], [1.719877707684331, 48.87227138342212], [1.70185337525734, 48.86567329322536]]], ""type"": ""Polygon""}";471;11502.272554199999;78565;Saint-Martin-des-Champs;78;;Saint-Martin-des-Champs;6202187.0;11502.272554193756
48.6181092789,2.70150853218;"{""coordinates"": [[[2.700775676490037, 48.600632822213626], [2.686973058323338, 48.60452825316994], [2.685319749279792, 48.611063410837446], [2.68860185062362, 48.627137327358874], [2.694995919394673, 48.635942012630835], [2.72036437533889, 48.62769286514923], [2.715278273888402, 48.609789535841976], [2.700775676490037, 48.600632822213626]]], ""type"": ""Polygon""}";487;10316.2069772;77253;Lissy;77;;Lissy;6982657.0;10316.206977151007
48.6647166241,2.77681122892;"{""coordinates"": [[[2.795586464632982, 48.657070159340016], [2.785869467908223, 48.659391744092446], [2.781300647165053, 48.657764386117194], [2.763990058943941, 48.64567826826017], [2.74589492761251, 48.65147873128403], [2.741652358445557, 48.65289979133099], [2.744390994217037, 48.6619904573869], [2.761739760956662, 48.66887139927419], [2.773057875450736, 48.68001089940495], [2.782535541489787, 48.67751006199424], [2.800054214085712, 48.68524011483692], [2.803654236815005, 48.677951467217945], [2.808806579376776, 48.661823352082855], [2.795586464632982, 48.657070159340016]]], ""type"": ""Polygon""}";498;14932.8877223;77352;Ozouer-le-Voulgis;77;;Ozouer-le-Voulgis;11018300.0;14932.887722326603
48.4901641224,3.25643675614;"{""coordinates"": [[[3.239619816343382, 48.47060890959667], [3.235270986919464, 48.47226390240627], [3.234759108247438, 48.47881409716059], [3.2428829000654, 48.50628057711662], [3.258553268842429, 48.51044860216763], [3.274863982294018, 48.501973816915374], [3.279554870083883, 48.49569267408697], [3.272976193120034, 48.474765110559524], [3.264692271727126, 48.476718033054865], [3.251427422474213, 48.47281554376241], [3.241865210637297, 48.473465134863375], [3.239619816343382, 48.47060890959667]]], ""type"": ""Polygon""}";519;12933.7783904;77076;Chalmaison;77;;Chalmaison;10312994.0;12933.778390412825
48.4942666127,2.71362181584;"{""coordinates"": [[[2.744863905911629, 48.487075456106304], [2.697978002162985, 48.48135193416923], [2.682484146380139, 48.4836325214433], [2.674660171371546, 48.488388273210006], [2.673117483535653, 48.49054309435021], [2.704885505213981, 48.501871270165516], [2.709168137678929, 48.508295936067746], [2.730014972254479, 48.50875893916218], [2.744283638739841, 48.506181685738255], [2.744042614256282, 48.50286166803867], [2.739443952610853, 48.49661746758932], [2.744863905911629, 48.487075456106304]]], ""type"": ""Polygon""}";537;14097.7177832;77096;Chartrettes;77;;Chartrettes;10501542.0;14097.717783217704
48.7137379393,3.16528278931;"{""coordinates"": [[[3.182278877402067, 48.69869725696687], [3.172415580943192, 48.69911667233236], [3.164901327825153, 48.70336368375775], [3.156656068957444, 48.69990293922107], [3.145518926489145, 48.70659091426858], [3.135684015281591, 48.708158535791654], [3.148841154682632, 48.713584444311905], [3.148683838324326, 48.720393346705535], [3.157351580198851, 48.73233560105475], [3.162383394780322, 48.73269762460857], [3.178207691141496, 48.720128052986915], [3.191691627411387, 48.71625758256186], [3.183398899337571, 48.70810372516517], [3.182278877402067, 48.69869725696687]]], ""type"": ""Polygon""}";555;12808.8892364;77151;Dagny;77;;Dagny;7936985.0;12808.889236428908
48.8490884714,2.86879135984;"{""coordinates"": [[[2.856359569757133, 48.82906353383811], [2.849627215923917, 48.8301884324182], [2.851750785224665, 48.84028167520886], [2.860055636801156, 48.84257598877358], [2.864840399273706, 48.86269939996415], [2.859971747843924, 48.86872820566912], [2.862594968093228, 48.87167199349713], [2.863003856783472, 48.871708434564454], [2.876514411282742, 48.86577868153059], [2.88621492519574, 48.86180432696553], [2.882265411505835, 48.848301666174876], [2.87095208017003, 48.8330732510747], [2.856359569757133, 48.82906353383811]]], ""type"": ""Polygon""}";570;12341.700093700001;77521;Villiers-sur-Morin;77;;Villiers-sur-Morin;6375161.5;12341.700093677604
48.418031424,2.36344067611;"{""coordinates"": [[[2.331327972395841, 48.407691625693204], [2.332340006275143, 48.41206080712878], [2.339852554515986, 48.4164663206304], [2.350084515572067, 48.41638787225287], [2.360523564507345, 48.42816737983319], [2.373348908288655, 48.43411964290376], [2.387445387673877, 48.41131457674956], [2.37760041131997, 48.4096169039892], [2.352500706657902, 48.41224455744852], [2.345885284608206, 48.40846556856813], [2.331327972395841, 48.407691625693204]]], ""type"": ""Polygon""}";579;11765.861747899999;91184;Courdimanche-sur-Essonne;91;;Courdimanche-sur-Essonne;5543025.5;11765.86174791441
48.8791674631,2.96108511605;"{""coordinates"": [[[2.95974945023386, 48.86248117145441], [2.943903381728954, 48.882151660018636], [2.943224308687657, 48.892178493063064], [2.952677918370416, 48.88958364488752], [2.977238504497886, 48.89079588567103], [2.973436498154573, 48.88503061877362], [2.977095023929415, 48.875939436246526], [2.974752972532871, 48.86978770028549], [2.95974945023386, 48.86248117145441]]], ""type"": ""Polygon""}";584;9968.190482;77443;Sancy;77;;Sancy;5435093.5;9968.190482032895
48.645281445,2.70806809246;"{""coordinates"": [[[2.72036437533889, 48.62769286514923], [2.694995919394673, 48.635942012630835], [2.680569675929176, 48.640347728424345], [2.684417279914954, 48.64826453047395], [2.6786261970069, 48.6518200270739], [2.681873059121244, 48.660373844826815], [2.690428187679012, 48.66248316585698], [2.706408640659127, 48.66513208333488], [2.713663322352478, 48.64961566700014], [2.731737986145363, 48.64573595323172], [2.74061494786115, 48.64856201320028], [2.744429454150814, 48.64300241171631], [2.738849541865861, 48.63510173910917], [2.72036437533889, 48.62769286514923]]], ""type"": ""Polygon""}";610;14796.602741699999;77455;Soignolles-en-Brie;77;;Soignolles-en-Brie;10839114.0;14796.602741735625
49.0109340921,1.88729984064;"{""coordinates"": [[[1.888038124493546, 48.998438980400934], [1.881078102140408, 49.010649568853616], [1.861712765995312, 49.0141185759808], [1.868558416886161, 49.01805919539649], [1.88189830011302, 49.019542089587276], [1.897331390483156, 49.0171398905197], [1.899708233134568, 49.01401423405357], [1.905287818148651, 49.004856619259314], [1.888038124493546, 48.998438980400934]]], ""type"": ""Polygon""}";616;8669.426082729999;78299;Hardricourt;78;;Hardricourt;3529166.0;8669.426082731683
48.8532553496,2.65123227423;"{""coordinates"": [[[2.665620826932077, 48.832342706098636], [2.658536008864461, 48.83250255911048], [2.637712198290551, 48.845463806215065], [2.629330299368151, 48.857219419765805], [2.639171207596888, 48.85909312238612], [2.660854075349293, 48.874040300221786], [2.662008878593697, 48.87466409355319], [2.665387845234348, 48.86227197261832], [2.662331351245629, 48.8501584135312], [2.658319187474672, 48.838563534114286], [2.665620826932077, 48.832342706098636]]], ""type"": ""Polygon""}";619;12190.451546799999;77468;Torcy;77;;Torcy;6283604.0;12190.451546801321
48.4697661737,2.61164875379;"{""coordinates"": [[[2.630376327460065, 48.456097277798996], [2.626735644200058, 48.45834396191763], [2.614110571829781, 48.45358951657233], [2.604234388794926, 48.45403380676238], [2.576783355858629, 48.46027253936118], [2.576775774969459, 48.471283967056706], [2.583633978686186, 48.478235301226455], [2.603243196120984, 48.47782563156096], [2.613267507473293, 48.4854334589931], [2.630429024314676, 48.49089474999598], [2.645153810677049, 48.46890807809445], [2.630376327460065, 48.456097277798996]]], ""type"": ""Polygon""}";629;14915.1208804;77069;Chailly-en-Bière;77;;Chailly-en-Bière;13239369.0;14915.120880441973
48.431521942,2.34569131487;"{""coordinates"": [[[2.332340006275143, 48.41206080712878], [2.32773589071624, 48.41279053570106], [2.324836822631809, 48.424910766667026], [2.328621284867114, 48.4334071696729], [2.330457473255042, 48.43996713010534], [2.347352808744369, 48.44590905569808], [2.353154601304003, 48.45135675800371], [2.361042047705546, 48.451120585358346], [2.362479140392919, 48.44860027886179], [2.361591411994978, 48.43930201617323], [2.373348908288655, 48.43411964290376], [2.360523564507345, 48.42816737983319], [2.350084515572067, 48.41638787225287], [2.339852554515986, 48.4164663206304], [2.332340006275143, 48.41206080712878]]], ""type"": ""Polygon""}";644;12733.655655;91639;Vayres-sur-Essonne;91;;Vayres-sur-Essonne;8507362.5;12733.655655001521
48.9068261671,3.20190542412;"{""coordinates"": [[[3.208451849315562, 48.89023891032935], [3.193384475746452, 48.89452684715644], [3.189083856031345, 48.90082874446731], [3.198065858666256, 48.9204814711266], [3.201119831568292, 48.9233270707485], [3.210058941441864, 48.920128315074244], [3.209914258504158, 48.9147059446307], [3.2192809538144, 48.91308845270027], [3.211404891371329, 48.908831031608365], [3.207249913977214, 48.90006127142501], [3.208451849315562, 48.89023891032935]]], ""type"": ""Polygon""}";649;9563.917369469998;77429;Saint-Ouen-sur-Morin;77;;Saint-Ouen-sur-Morin;4064391.5;9563.91736946901
49.0459598728,2.33744939306;"{""coordinates"": [[[2.340479931674323, 49.03843941450032], [2.33772692013806, 49.0441071971525], [2.324541720830554, 49.045085834562954], [2.321950768254383, 49.050754142214906], [2.335293520600363, 49.05147612768132], [2.351985943105786, 49.044724486568704], [2.351719170161091, 49.04198949432897], [2.340479931674323, 49.03843941450032]]], ""type"": ""Polygon""}";651;5917.948567830001;95409;Moisselles;95;;Moisselles;1590229.5;5917.94856782575
48.6971387233,1.60366113051;"{""coordinates"": [[[1.626004820274866, 48.69485356651383], [1.628929657011613, 48.689030921361045], [1.620325830614591, 48.68657476183177], [1.61129504948422, 48.68845803363021], [1.582188998502662, 48.696058956197014], [1.582495397577049, 48.70430283389031], [1.594878195232105, 48.70931607269873], [1.602291785376446, 48.70504019922526], [1.626004820274866, 48.69485356651383]]], ""type"": ""Polygon""}";654;9160.88292568;78606;Le Tartre-Gaudran;78;;Tartre-Gaudran (le);4547609.5;9160.882925685128
48.7543239729,1.65394025504;"{""coordinates"": [[[1.622704864698464, 48.74015371241717], [1.624960005496308, 48.74903124496882], [1.621476657302358, 48.76452608845726], [1.614959063245329, 48.772213622973425], [1.619741651210634, 48.77147739928352], [1.629702586948254, 48.76320848936384], [1.682456122950427, 48.76315446064463], [1.692709642826912, 48.76120723780447], [1.695020420419675, 48.758030215944885], [1.675093053798293, 48.74340028937777], [1.635667427507519, 48.74426956401303], [1.622704864698464, 48.74015371241717]]], ""type"": ""Polygon""}";682;16459.6107552;78096;Bourdonné;78;;Bourdonné;10577183.5;16459.61075516092
48.1483667558,2.69970869665;"{""coordinates"": [[[2.664748115100027, 48.120541543740536], [2.639666067910888, 48.138950369820265], [2.648711751062645, 48.14128123572076], [2.650196835400066, 48.14440807779636], [2.664724327915667, 48.145485063466126], [2.668584002573125, 48.158219552705475], [2.67719197837389, 48.160295011126614], [2.684133308507799, 48.169042052563704], [2.692088424148947, 48.17275231885426], [2.711703230856058, 48.177471880064466], [2.731062446967516, 48.17229865510739], [2.736406001798465, 48.16630893789026], [2.754254979315694, 48.15189632030516], [2.755198305566714, 48.14565347849078], [2.72246141123341, 48.137410529293184], [2.706547069604473, 48.12481924580504], [2.675484491060203, 48.125169791865474], [2.667569557907819, 48.12066651110737], [2.664748115100027, 48.120541543740536]]], ""type"": ""Polygon""}";685;23268.6883908;77099;Château-Landon;77;;Château-Landon;29588638.5;23268.688390835945
49.1134565492,1.70351386398;"{""coordinates"": [[[1.707504073750303, 49.093950661866856], [1.703512461579354, 49.092037259503726], [1.699708734307292, 49.09410940184352], [1.68615565422588, 49.107495607960075], [1.676497273821093, 49.108118082756036], [1.669674675222453, 49.11725093901295], [1.671303288709837, 49.12746612765348], [1.674439567061033, 49.139307383766585], [1.679437609946353, 49.13893970777897], [1.69205895594878, 49.12866471301973], [1.722268922012788, 49.12213735300286], [1.733535810663725, 49.11464014736933], [1.738884276731469, 49.11439061060421], [1.744959698092112, 49.10504831319938], [1.740923253177373, 49.0992510617351], [1.736353666879551, 49.100758794463715], [1.707504073750303, 49.093950661866856]]], ""type"": ""Polygon""}";688;16999.2916058;95150;Chaussy;95;;Chaussy;14808913.5;16999.291605786635
48.7545862133,1.95133109322;"{""coordinates"": [[[1.937122797864172, 48.748305335967814], [1.940190233964464, 48.75667082588242], [1.951944218819439, 48.75937405464392], [1.964447050779712, 48.76210958918881], [1.967799891283596, 48.756993616643975], [1.958146374213902, 48.75536268181994], [1.956509072101853, 48.74880015277152], [1.937122797864172, 48.748305335967814]]], ""type"": ""Polygon""}";697;6358.3735572099995;78644;La Verrière;78;;Verrière (la);1906691.0;6358.373557166636
49.1230209321,2.39479551154;"{""coordinates"": [[[2.396040220197112, 49.11566392436898], [2.386400017284631, 49.11774606848419], [2.384502376407843, 49.127590758039844], [2.403905992847641, 49.12846169368214], [2.40783524250132, 49.12631422529639], [2.396040220197112, 49.11566392436898]]], ""type"": ""Polygon""}";748;5101.89440213;95594;Seugy;95;;Seugy;1622197.5;5101.894402124921
48.4120304455,3.39431258442;"{""coordinates"": [[[3.414791559501096, 48.39027303882032], [3.400112402755517, 48.39082730803204], [3.385191769718127, 48.39902778132664], [3.375394328366738, 48.398690337517216], [3.37730854418681, 48.405629713599815], [3.369575827580034, 48.42238776525195], [3.369893006301988, 48.43288571623298], [3.382661678159754, 48.43379885266743], [3.39704033035407, 48.434804201150016], [3.393332533709602, 48.42531622783124], [3.411833268063609, 48.42132194538096], [3.404921920272746, 48.415461958725615], [3.420679913020781, 48.41545210153264], [3.42087166686233, 48.40901881274526], [3.414791559501096, 48.39027303882032]]], ""type"": ""Polygon""}";758;16535.7249196;77187;Fontaine-Fourches;77;;Fontaine-Fourches;12255842.5;16535.724919554257
49.0407915695,1.48063662849;"{""coordinates"": [[[1.471841865681304, 49.01862873703039], [1.457762315765078, 49.026300036298984], [1.456220760522636, 49.03628995564302], [1.448152297130061, 49.04491855595686], [1.451270805329532, 49.05136206372627], [1.447279504766019, 49.05351389701089], [1.461451911226503, 49.063318999347594], [1.476459987223038, 49.05370766889866], [1.48653344749487, 49.05173958675582], [1.50328758168515, 49.05909907050748], [1.503031083509276, 49.04949117111816], [1.518853299919205, 49.041134771497305], [1.523082481057875, 49.03288606323737], [1.508336869003305, 49.03292862258919], [1.502993665470606, 49.027547041656184], [1.493448220319941, 49.0261146043598], [1.48495263408474, 49.02668220635171], [1.471841865681304, 49.01862873703039]]], ""type"": ""Polygon""}";766;17952.980657699998;78068;Blaru;78;;Blaru;15040657.5;17952.980657677923
48.4638589713,2.37103830296;"{""coordinates"": [[[2.362479140392919, 48.44860027886179], [2.361042047705546, 48.451120585358346], [2.353154601304003, 48.45135675800371], [2.34565208844815, 48.45542706057718], [2.348556364219827, 48.472077521171485], [2.353224876959014, 48.47750087831602], [2.385747754680619, 48.47332830414774], [2.403837375831907, 48.469722987919155], [2.399871546013017, 48.46041870293053], [2.362479140392919, 48.44860027886179]]], ""type"": ""Polygon""}";768;12137.205654599999;91293;Guigneville-sur-Essonne;91;;Guigneville-sur-Essonne;9106613.0;12137.205654638605
48.4200104372,2.76978734105;"{""coordinates"": [[[2.754298277829458, 48.411499310287155], [2.747467357332916, 48.415686358426036], [2.745934849934959, 48.425183408793266], [2.745602056765421, 48.42970792000336], [2.760988880552307, 48.4290201972497], [2.773476338756832, 48.423484878085326], [2.803886568269399, 48.4240338523866], [2.801192563203821, 48.41799271967378], [2.78782787132813, 48.414200020356375], [2.754298277829458, 48.411499310287155]]], ""type"": ""Polygon""}";769;11028.4870664;77442;Samoreau;77;;Samoreau;5479674.0;11028.48706639297
48.1626911918,2.53341548743;"{""coordinates"": [[[2.53750537078885, 48.140519759352394], [2.506327027888591, 48.156437575201984], [2.514870153408083, 48.164859446248386], [2.508695303754902, 48.18087779872317], [2.515405591747547, 48.19299906598315], [2.520295858365277, 48.193918843598404], [2.53299072486898, 48.18890378158211], [2.535763501087183, 48.17198911504368], [2.554691673490297, 48.167121997207055], [2.552385530987609, 48.153543830065736], [2.56687793870959, 48.15077243181438], [2.570562642830993, 48.14081569138083], [2.53750537078885, 48.140519759352394]]], ""type"": ""Polygon""}";779;18432.9198608;77207;Gironville;77;;Gironville;14363052.0;18432.91986078677
48.7565484282,1.72527322588;"{""coordinates"": [[[1.711462847802544, 48.73622431129111], [1.675093053798293, 48.74340028937777], [1.695020420419675, 48.758030215944885], [1.714760362490519, 48.75806439602197], [1.71108263993238, 48.76430338446779], [1.698996813965464, 48.77098166303021], [1.699484175721062, 48.77436013228483], [1.70563722825189, 48.77977901785675], [1.720929457981206, 48.78058236353618], [1.726837223915069, 48.786132394042944], [1.732277470407033, 48.776799491114936], [1.743435707580227, 48.77009016600777], [1.744710688639781, 48.76347421146257], [1.758762180550732, 48.762487695476096], [1.767348053719837, 48.76592277578969], [1.764097135194995, 48.738292085999305], [1.744067233748595, 48.74271558982574], [1.722939509258076, 48.743498920923685], [1.711462847802544, 48.73622431129111]]], ""type"": ""Polygon""}";781;23443.758946100003;78264;Gambaiseuil;78;;Gambaiseuil;19039395.5;23443.758946164875
48.9734167231,2.92373383139;"{""coordinates"": [[[2.944149534262512, 48.95777131963062], [2.924453326708567, 48.96132150422163], [2.911948696561825, 48.966699379077035], [2.903178650977527, 48.974992486523035], [2.910396316803256, 48.9878029622549], [2.921652560604791, 48.98932151670633], [2.940444314672984, 48.97372189558076], [2.944149534262512, 48.95777131963062]]], ""type"": ""Polygon""}";790;10081.5273664;77369;Poincy;77;;Poincy;6231007.0;10081.527366373897
48.6988273634,2.12788365005;"{""coordinates"": [[[2.121591817423226, 48.68015755615422], [2.113415557047447, 48.67608519350656], [2.104030692105934, 48.67683360089592], [2.103727402409846, 48.68343377865894], [2.112243305679849, 48.69153011188181], [2.097852607663972, 48.694030699529364], [2.097183445404632, 48.70052006317448], [2.11033269282142, 48.71438114119036], [2.123300411404307, 48.71597927145831], [2.127386015320758, 48.70982073351297], [2.142027347229837, 48.706301971705415], [2.152152846292151, 48.70793947542369], [2.155101500254648, 48.718061618926534], [2.171682801665038, 48.714804815961685], [2.170751870951656, 48.7066580050117], [2.160814846228304, 48.705958876805674], [2.145298554815942, 48.697411452011195], [2.145658180144769, 48.68787930174751], [2.141560081331339, 48.68593392205396], [2.121943243236452, 48.68349734044808], [2.121591817423226, 48.68015755615422]]], ""type"": ""Polygon""}";811;19370.3204059;91272;Gif-sur-Yvette;91;;Gif-sur-Yvette;12370412.0;19370.320405922364
48.8779765086,1.57500969279;"{""coordinates"": [[[1.57207175796101, 48.8639252787605], [1.559546339525581, 48.86725608882151], [1.558838679826245, 48.86425235646197], [1.54623133735634, 48.87243789391616], [1.563741879046103, 48.89062929079946], [1.568613169793045, 48.89304415780046], [1.573222841706046, 48.88809828747156], [1.585663741799062, 48.88803003214537], [1.595060919393159, 48.888545418639524], [1.607043360072043, 48.877064666927104], [1.595922492231646, 48.872275594172066], [1.577495074025192, 48.869512544384094], [1.57207175796101, 48.8639252787605]]], ""type"": ""Polygon""}";813;12366.494748199999;78618;Tilly;78;;Tilly;8006196.0;12366.494748108424
48.8060154583,2.57619846918;"{""coordinates"": [[[2.591542353000812, 48.79737013402052], [2.585119741447274, 48.79357060683818], [2.575874065850475, 48.79390690083441], [2.571680824810041, 48.79894647520162], [2.567990673850116, 48.80396971466263], [2.559351919852531, 48.804756614756144], [2.558510958867672, 48.80759553820274], [2.563813094764562, 48.81346091730392], [2.557409057305268, 48.81870767633058], [2.557630542574145, 48.82149652553947], [2.561850915174458, 48.82170992371638], [2.568498586779143, 48.818280539643006], [2.570077286043195, 48.8151114632136], [2.592266872483779, 48.807436629376014], [2.596498355269582, 48.8060839403586], [2.591542353000812, 48.79737013402052]]], ""type"": ""Polygon""}";815;9876.2304561;94059;Le Plessis-Trévise;94;;Plessis-Trévise (le);4341589.0;9876.230456098363
48.2829275322,2.59886669587;"{""coordinates"": [[[2.630231513392096, 48.2595665882703], [2.584816160382239, 48.25345039054609], [2.576068103569985, 48.25562378515569], [2.57802164057613, 48.26574414282871], [2.566179095845739, 48.2768313253182], [2.556179562661858, 48.278197850622924], [2.554077375920944, 48.281312095527966], [2.550577848693189, 48.290170403301566], [2.556305158415697, 48.29690412482255], [2.564660884094915, 48.300714075763715], [2.574422734161492, 48.30089354053877], [2.589619151230176, 48.3097376356983], [2.604232643914312, 48.312459601706024], [2.615127585791105, 48.31847871897299], [2.610771518144204, 48.30190041144272], [2.61358393237338, 48.29904846002818], [2.622960548795697, 48.29650545043685], [2.647597818993478, 48.29824589941869], [2.642635259361142, 48.29033129459602], [2.644657251161642, 48.28439006939358], [2.633587908846341, 48.276843392064336], [2.630231513392096, 48.2595665882703]]], ""type"": ""Polygon""}";816;24517.063935000002;77244;Larchant;77;;Larchant;29031870.0;24517.06393501961
48.9673692016,1.87272187331;"{""coordinates"": [[[1.884798650259463, 48.94051086855695], [1.871713505977736, 48.94143164435535], [1.869923799449731, 48.94714358543294], [1.864291998311243, 48.953061958708915], [1.854982163254221, 48.98764224884421], [1.864812508715029, 48.98989399717168], [1.875786925105897, 48.99236249125558], [1.877945129915947, 48.98228351661631], [1.889532844053993, 48.97582639177069], [1.885978002393336, 48.973410248604786], [1.884798650259463, 48.94051086855695]]], ""type"": ""Polygon""}";826;14182.3488599;78238;Flins-sur-Seine;78;;Flins-sur-Seine;8893355.5;14182.34885986895
49.0827306409,1.66281760836;"{""coordinates"": [[[1.687592363634556, 49.07184709704122], [1.670808663258762, 49.07891070233701], [1.646597979612902, 49.081320326411365], [1.645479013850513, 49.09376245283178], [1.65318225931413, 49.0955755551843], [1.650792597001465, 49.08900219812495], [1.691586604539613, 49.075199935219736], [1.687592363634556, 49.07184709704122]]], ""type"": ""Polygon""}";827;9806.77817745;95301;Haute-Isle;95;;Haute-Isle;2125460.0;9806.77817744894
48.9257999518,2.1221732386;"{""coordinates"": [[[2.113204845795602, 48.90633753807077], [2.104127721869827, 48.9074031563822], [2.11035334600178, 48.92071468887357], [2.12223969394776, 48.93202586208152], [2.122791996436941, 48.94217412593559], [2.12785352626765, 48.943191303002095], [2.142430773286287, 48.93512178653146], [2.1238336924741, 48.92247777268597], [2.113204845795602, 48.90633753807077]]], ""type"": ""Polygon""}";838;10581.1047038;78396;Le Mesnil-le-Roi;78;;Mesnil-le-Roi;3725448.5;10581.10470377283
48.754542649,1.83436184333;"{""coordinates"": [[[1.853274633026585, 48.7498142026837], [1.821116845212423, 48.740245068917865], [1.809060105596747, 48.74652093407182], [1.8214045726646, 48.75581838217602], [1.819817223111335, 48.76465376604403], [1.825292300117956, 48.76804485841118], [1.839049995293969, 48.76433854792332], [1.848403460939433, 48.766533905446444], [1.858964194445603, 48.759601254909306], [1.853274633026585, 48.7498142026837]]], ""type"": ""Polygon""}";844;10718.7492975;78398;Les Mesnuls;78;;Mesnuls (les);6585441.5;10718.749297575909
